id,song_name,song_artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
5y7DaS3jAc9eZzcSOoUIwU,Una Locura,Ozuna,0.714,0.761,5,-4.596,0,0.0427,0.139,0.00035,0.241,0.906,168.022,audio_features,5y7DaS3jAc9eZzcSOoUIwU,spotify:track:5y7DaS3jAc9eZzcSOoUIwU,https://api.spotify.com/v1/tracks/5y7DaS3jAc9eZzcSOoUIwU,https://api.spotify.com/v1/audio-analysis/5y7DaS3jAc9eZzcSOoUIwU,230693,4
7MoZgM6AsQaZw14WnKopuy,Miedito o Qué? (feat. KAROL G),Ovy On The Drums,0.851,0.776,6,-3.254,1,0.0561,0.12,0,0.1,0.804,95.995,audio_features,7MoZgM6AsQaZw14WnKopuy,spotify:track:7MoZgM6AsQaZw14WnKopuy,https://api.spotify.com/v1/tracks/7MoZgM6AsQaZw14WnKopuy,https://api.spotify.com/v1/audio-analysis/7MoZgM6AsQaZw14WnKopuy,209905,4
22Sh5dlwbERqJAq1fZk5b2,De Cora <3,Rauw Alejandro,0.811,0.683,11,-2.028,0,0.241,0.46,4.75e-05,0.128,0.571,176.037,audio_features,22Sh5dlwbERqJAq1fZk5b2,spotify:track:22Sh5dlwbERqJAq1fZk5b2,https://api.spotify.com/v1/tracks/22Sh5dlwbERqJAq1fZk5b2,https://api.spotify.com/v1/audio-analysis/22Sh5dlwbERqJAq1fZk5b2,190101,4
5zj8WNkBrEzlI5FKeYV4ol,La Luz,Sech,0.665,0.697,9,-4.819,0,0.154,0.427,1.39e-05,0.599,0.556,94.053,audio_features,5zj8WNkBrEzlI5FKeYV4ol,spotify:track:5zj8WNkBrEzlI5FKeYV4ol,https://api.spotify.com/v1/tracks/5zj8WNkBrEzlI5FKeYV4ol,https://api.spotify.com/v1/audio-analysis/5zj8WNkBrEzlI5FKeYV4ol,216747,4
0GzuHFG4Ql6DoyxFRnIk3F,Hawái - Remix,Maluma,0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,audio_features,0GzuHFG4Ql6DoyxFRnIk3F,spotify:track:0GzuHFG4Ql6DoyxFRnIk3F,https://api.spotify.com/v1/tracks/0GzuHFG4Ql6DoyxFRnIk3F,https://api.spotify.com/v1/audio-analysis/0GzuHFG4Ql6DoyxFRnIk3F,200482,4
76v3J11Zq0HwkJqQLyw7sJ,Pronto,Danny Ocean,0.634,0.731,5,-4.89,1,0.0335,0.0105,0,0.139,0.441,94.951,audio_features,76v3J11Zq0HwkJqQLyw7sJ,spotify:track:76v3J11Zq0HwkJqQLyw7sJ,https://api.spotify.com/v1/tracks/76v3J11Zq0HwkJqQLyw7sJ,https://api.spotify.com/v1/audio-analysis/76v3J11Zq0HwkJqQLyw7sJ,228219,4
26w9NTiE9NGjW1ZvIOd1So,BOOKER T,Bad Bunny,0.883,0.6,7,-7.188,1,0.37,0.114,7.94e-06,0.0931,0.691,113.903,audio_features,26w9NTiE9NGjW1ZvIOd1So,spotify:track:26w9NTiE9NGjW1ZvIOd1So,https://api.spotify.com/v1/tracks/26w9NTiE9NGjW1ZvIOd1So,https://api.spotify.com/v1/audio-analysis/26w9NTiE9NGjW1ZvIOd1So,156430,4
4K8cyoCDovlc4FvtUr2Hfx,Nada,Cali Y El Dandee,0.684,0.808,0,-2.737,1,0.061,0.0518,1.02e-05,0.0858,0.712,173.905,audio_features,4K8cyoCDovlc4FvtUr2Hfx,spotify:track:4K8cyoCDovlc4FvtUr2Hfx,https://api.spotify.com/v1/tracks/4K8cyoCDovlc4FvtUr2Hfx,https://api.spotify.com/v1/audio-analysis/4K8cyoCDovlc4FvtUr2Hfx,174027,4
4C6BlqqMwjFzOXzqpTeoWR,Ponte Pa' Mi,Justin Quiles,0.878,0.713,5,-4.566,0,0.0948,0.0581,0,0.0822,0.615,92.028,audio_features,4C6BlqqMwjFzOXzqpTeoWR,spotify:track:4C6BlqqMwjFzOXzqpTeoWR,https://api.spotify.com/v1/tracks/4C6BlqqMwjFzOXzqpTeoWR,https://api.spotify.com/v1/audio-analysis/4C6BlqqMwjFzOXzqpTeoWR,202373,4
78SeXVRJ7KCqVmOwTiFjnI,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,0.65,0.655,1,-3.71,0,0.405,0.25,0,0.0691,0.735,94.059,audio_features,78SeXVRJ7KCqVmOwTiFjnI,spotify:track:78SeXVRJ7KCqVmOwTiFjnI,https://api.spotify.com/v1/tracks/78SeXVRJ7KCqVmOwTiFjnI,https://api.spotify.com/v1/audio-analysis/78SeXVRJ7KCqVmOwTiFjnI,171215,4
4L5ZhW0VJeQ6je2iqvqZ4X,Baby (with J Balvin),Sfera Ebbasta,0.755,0.882,10,-1.957,0,0.0532,0.125,0.00142,0.103,0.606,99.984,audio_features,4L5ZhW0VJeQ6je2iqvqZ4X,spotify:track:4L5ZhW0VJeQ6je2iqvqZ4X,https://api.spotify.com/v1/tracks/4L5ZhW0VJeQ6je2iqvqZ4X,https://api.spotify.com/v1/audio-analysis/4L5ZhW0VJeQ6je2iqvqZ4X,193555,4
4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,Jay Wheeler,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,audio_features,4HYDUMY0xSpeBr0AMY9cUz,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,https://api.spotify.com/v1/tracks/4HYDUMY0xSpeBr0AMY9cUz,https://api.spotify.com/v1/audio-analysis/4HYDUMY0xSpeBr0AMY9cUz,219048,4
7AUhck1sPy11OExQmDDx4P,De Vuelta Pa' La Vuelta,Daddy Yankee,0.665,0.94,5,-3.606,1,0.0553,0.434,0,0.0914,0.752,93.725,audio_features,7AUhck1sPy11OExQmDDx4P,spotify:track:7AUhck1sPy11OExQmDDx4P,https://api.spotify.com/v1/tracks/7AUhck1sPy11OExQmDDx4P,https://api.spotify.com/v1/audio-analysis/7AUhck1sPy11OExQmDDx4P,231593,4
2bgcUk2A3jjKbCJ7KPquTi,Mi Niña,Wisin,0.823,0.821,8,-3.402,0,0.166,0.31,4.28e-06,0.143,0.791,99.999,audio_features,2bgcUk2A3jjKbCJ7KPquTi,spotify:track:2bgcUk2A3jjKbCJ7KPquTi,https://api.spotify.com/v1/tracks/2bgcUk2A3jjKbCJ7KPquTi,https://api.spotify.com/v1/audio-analysis/2bgcUk2A3jjKbCJ7KPquTi,213314,4
5RubKOuDoPn5Kj5TLVxSxY,TE MUDASTE,Bad Bunny,0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025,audio_features,5RubKOuDoPn5Kj5TLVxSxY,spotify:track:5RubKOuDoPn5Kj5TLVxSxY,https://api.spotify.com/v1/tracks/5RubKOuDoPn5Kj5TLVxSxY,https://api.spotify.com/v1/audio-analysis/5RubKOuDoPn5Kj5TLVxSxY,130014,4
4z9b9AbzCw32Azqg8uJ0B6,Tan Enamorados,CNCO,0.656,0.705,5,-4.262,0,0.0908,0.166,0,0.202,0.53,172.003,audio_features,4z9b9AbzCw32Azqg8uJ0B6,spotify:track:4z9b9AbzCw32Azqg8uJ0B6,https://api.spotify.com/v1/tracks/4z9b9AbzCw32Azqg8uJ0B6,https://api.spotify.com/v1/audio-analysis/4z9b9AbzCw32Azqg8uJ0B6,179032,4
7r9ZhitdQBONTFOiJW5mr8,Reloj,Rauw Alejandro,0.823,0.537,8,-2.639,1,0.209,0.176,3.98e-06,0.123,0.615,175.946,audio_features,7r9ZhitdQBONTFOiJW5mr8,spotify:track:7r9ZhitdQBONTFOiJW5mr8,https://api.spotify.com/v1/tracks/7r9ZhitdQBONTFOiJW5mr8,https://api.spotify.com/v1/audio-analysis/7r9ZhitdQBONTFOiJW5mr8,231595,4
73nAK3HgQK8dak83Y2WQ8F,Vida de Rico,Camilo,0.824,0.457,6,-5.428,1,0.0543,0.167,0,0.041,0.95,87.977,audio_features,73nAK3HgQK8dak83Y2WQ8F,spotify:track:73nAK3HgQK8dak83Y2WQ8F,https://api.spotify.com/v1/tracks/73nAK3HgQK8dak83Y2WQ8F,https://api.spotify.com/v1/audio-analysis/73nAK3HgQK8dak83Y2WQ8F,187427,4
5Jq958VQwRyQFujau4TMKD,No Drama,Becky G,0.708,0.815,5,-4.164,0,0.0692,0.166,0,0.523,0.855,174.024,audio_features,5Jq958VQwRyQFujau4TMKD,spotify:track:5Jq958VQwRyQFujau4TMKD,https://api.spotify.com/v1/tracks/5Jq958VQwRyQFujau4TMKD,https://api.spotify.com/v1/audio-analysis/5Jq958VQwRyQFujau4TMKD,204828,4
0JAZWvvqttGFm4UMDsPQXC,Despeinada,Ozuna,0.734,0.775,8,-3.855,1,0.0614,0.186,0.000542,0.123,0.72,166.039,audio_features,0JAZWvvqttGFm4UMDsPQXC,spotify:track:0JAZWvvqttGFm4UMDsPQXC,https://api.spotify.com/v1/tracks/0JAZWvvqttGFm4UMDsPQXC,https://api.spotify.com/v1/audio-analysis/0JAZWvvqttGFm4UMDsPQXC,224187,4
11EnQRgRMJwMAesfkB5pnu,Se Te Nota (with Guaynaa),Lele Pons,0.905,0.686,0,-3.152,1,0.0664,0.0907,0,0.266,0.963,103.013,audio_features,11EnQRgRMJwMAesfkB5pnu,spotify:track:11EnQRgRMJwMAesfkB5pnu,https://api.spotify.com/v1/tracks/11EnQRgRMJwMAesfkB5pnu,https://api.spotify.com/v1/audio-analysis/11EnQRgRMJwMAesfkB5pnu,155825,4
4tvtsvgrIksr7iqzPeADXB,Desesperado (Voy A Tomar),Joey Montana,0.815,0.747,8,-3.964,1,0.0674,0.0138,0,0.0207,0.734,93.992,audio_features,4tvtsvgrIksr7iqzPeADXB,spotify:track:4tvtsvgrIksr7iqzPeADXB,https://api.spotify.com/v1/tracks/4tvtsvgrIksr7iqzPeADXB,https://api.spotify.com/v1/audio-analysis/4tvtsvgrIksr7iqzPeADXB,253173,4
6fmQjRuo7XvRFCK2qex5hQ,Mi Cuarto,Jerry Di,0.854,0.525,1,-4.426,1,0.214,0.819,0,0.146,0.63,97.054,audio_features,6fmQjRuo7XvRFCK2qex5hQ,spotify:track:6fmQjRuo7XvRFCK2qex5hQ,https://api.spotify.com/v1/tracks/6fmQjRuo7XvRFCK2qex5hQ,https://api.spotify.com/v1/audio-analysis/6fmQjRuo7XvRFCK2qex5hQ,197587,4
1UHcnP31sAKOJFrEnyRNUz,Amantes y Amigos,Arcangel,0.695,0.712,5,-4.09,1,0.153,0.369,0,0.101,0.468,171.861,audio_features,1UHcnP31sAKOJFrEnyRNUz,spotify:track:1UHcnP31sAKOJFrEnyRNUz,https://api.spotify.com/v1/tracks/1UHcnP31sAKOJFrEnyRNUz,https://api.spotify.com/v1/audio-analysis/1UHcnP31sAKOJFrEnyRNUz,182627,4
4RJz8NfIe09gpKMiRUWKhJ,Parce (feat. Justin Quiles),Maluma,0.691,0.739,5,-3.09,0,0.229,0.422,3.95e-06,0.11,0.884,83.897,audio_features,4RJz8NfIe09gpKMiRUWKhJ,spotify:track:4RJz8NfIe09gpKMiRUWKhJ,https://api.spotify.com/v1/tracks/4RJz8NfIe09gpKMiRUWKhJ,https://api.spotify.com/v1/audio-analysis/4RJz8NfIe09gpKMiRUWKhJ,248345,4
68mrW6gXHgupgSiDHgaDi5,Polvo,Nicky Jam,0.763,0.621,11,-6.169,0,0.066,0.0105,2.94e-06,0.106,0.582,82.042,audio_features,68mrW6gXHgupgSiDHgaDi5,spotify:track:68mrW6gXHgupgSiDHgaDi5,https://api.spotify.com/v1/tracks/68mrW6gXHgupgSiDHgaDi5,https://api.spotify.com/v1/audio-analysis/68mrW6gXHgupgSiDHgaDi5,211130,4
2mMZAd3ol9wGI2WJl4XJCF,Verte,Nicki Nicole,0.773,0.668,4,-4.254,0,0.366,0.374,0,0.0763,0.741,150.043,audio_features,2mMZAd3ol9wGI2WJl4XJCF,spotify:track:2mMZAd3ol9wGI2WJl4XJCF,https://api.spotify.com/v1/tracks/2mMZAd3ol9wGI2WJl4XJCF,https://api.spotify.com/v1/audio-analysis/2mMZAd3ol9wGI2WJl4XJCF,157419,4
15OjBeqNX3bShsGYQbteRv,La Tóxica,Farruko,0.659,0.701,9,-4.107,1,0.164,0.0882,0,0.0866,0.623,91.97,audio_features,15OjBeqNX3bShsGYQbteRv,spotify:track:15OjBeqNX3bShsGYQbteRv,https://api.spotify.com/v1/tracks/15OjBeqNX3bShsGYQbteRv,https://api.spotify.com/v1/audio-analysis/15OjBeqNX3bShsGYQbteRv,180520,4
7x4ASXYEKfQBCewcZhK776,"Ay, DiOs Mío!",KAROL G,0.718,0.712,11,-4.366,1,0.174,0.512,0.00121,0.104,0.531,180.034,audio_features,7x4ASXYEKfQBCewcZhK776,spotify:track:7x4ASXYEKfQBCewcZhK776,https://api.spotify.com/v1/tracks/7x4ASXYEKfQBCewcZhK776,https://api.spotify.com/v1/audio-analysis/7x4ASXYEKfQBCewcZhK776,189653,4
7FhopXtl9z9YtD9NwUf9ss,Qué Mal Te Fue (Remix),Natti Natasha,0.769,0.712,7,-5.042,0,0.105,0.0812,6.67e-06,0.0988,0.841,173.931,audio_features,7FhopXtl9z9YtD9NwUf9ss,spotify:track:7FhopXtl9z9YtD9NwUf9ss,https://api.spotify.com/v1/tracks/7FhopXtl9z9YtD9NwUf9ss,https://api.spotify.com/v1/audio-analysis/7FhopXtl9z9YtD9NwUf9ss,206897,4
0XinBYhf1X3kdvKQHOX971,Tú Me Dejaste De Querer,C. Tangana,0.812,0.747,4,-4.611,0,0.15,0.31,0.00412,0.1,0.488,168.025,audio_features,0XinBYhf1X3kdvKQHOX971,spotify:track:0XinBYhf1X3kdvKQHOX971,https://api.spotify.com/v1/tracks/0XinBYhf1X3kdvKQHOX971,https://api.spotify.com/v1/audio-analysis/0XinBYhf1X3kdvKQHOX971,198500,4
1mrQYY0NATPCe7WOYcCKf1,Vete Pal Carajo,Yan Block,0.784,0.65,0,-7.07,0,0.247,0.604,0.000579,0.104,0.589,109.181,audio_features,1mrQYY0NATPCe7WOYcCKf1,spotify:track:1mrQYY0NATPCe7WOYcCKf1,https://api.spotify.com/v1/tracks/1mrQYY0NATPCe7WOYcCKf1,https://api.spotify.com/v1/audio-analysis/1mrQYY0NATPCe7WOYcCKf1,176147,4
4Atb7JMjADktnKGOXzUmeF,Borrachos,Mau y Ricky,0.711,0.768,6,-2.862,1,0.0409,0.171,0,0.0902,0.797,93.974,audio_features,4Atb7JMjADktnKGOXzUmeF,spotify:track:4Atb7JMjADktnKGOXzUmeF,https://api.spotify.com/v1/tracks/4Atb7JMjADktnKGOXzUmeF,https://api.spotify.com/v1/audio-analysis/4Atb7JMjADktnKGOXzUmeF,203136,4
3GtnId3Cm1Xa6joCj08nzW,Jeans,Justin Quiles,0.807,0.656,3,-4.395,0,0.105,0.0165,0,0.0693,0.89,83.943,audio_features,3GtnId3Cm1Xa6joCj08nzW,spotify:track:3GtnId3Cm1Xa6joCj08nzW,https://api.spotify.com/v1/tracks/3GtnId3Cm1Xa6joCj08nzW,https://api.spotify.com/v1/audio-analysis/3GtnId3Cm1Xa6joCj08nzW,185840,4
7Ed1gXqOXuOVKz36x1t8SM,11 RAZONES,Aitana,0.55,0.874,5,-3.937,1,0.0508,0.00599,0,0.214,0.348,166.011,audio_features,7Ed1gXqOXuOVKz36x1t8SM,spotify:track:7Ed1gXqOXuOVKz36x1t8SM,https://api.spotify.com/v1/tracks/7Ed1gXqOXuOVKz36x1t8SM,https://api.spotify.com/v1/audio-analysis/7Ed1gXqOXuOVKz36x1t8SM,213180,4
2etJ67Egf7woMgOikVrlJM,Travesuras,Flow La Movie,0.756,0.83,1,-5.288,1,0.0842,0.182,0.000384,0.227,0.422,175.961,audio_features,2etJ67Egf7woMgOikVrlJM,spotify:track:2etJ67Egf7woMgOikVrlJM,https://api.spotify.com/v1/tracks/2etJ67Egf7woMgOikVrlJM,https://api.spotify.com/v1/audio-analysis/2etJ67Egf7woMgOikVrlJM,204180,4
01SMtfSbJlcxUdJvOofMOx,Jockey,Dalex,0.598,0.556,7,-4.299,1,0.142,0.0979,0.000933,0.131,0.552,170.057,audio_features,01SMtfSbJlcxUdJvOofMOx,spotify:track:01SMtfSbJlcxUdJvOofMOx,https://api.spotify.com/v1/tracks/01SMtfSbJlcxUdJvOofMOx,https://api.spotify.com/v1/audio-analysis/01SMtfSbJlcxUdJvOofMOx,221547,4
43CIWpJaJHRcI4mUSjqgc2,Bad Boy (with Young Thug),Juice WRLD,0.697,0.674,1,-6.326,1,0.0533,0.00215,0,0.138,0.198,81.535,audio_features,43CIWpJaJHRcI4mUSjqgc2,spotify:track:43CIWpJaJHRcI4mUSjqgc2,https://api.spotify.com/v1/tracks/43CIWpJaJHRcI4mUSjqgc2,https://api.spotify.com/v1/audio-analysis/43CIWpJaJHRcI4mUSjqgc2,157355,4
5N4oNpf3YH76vNhXKc5usy,Roaring 20s,Flo Milli,0.91,0.67,0,-7.115,1,0.392,0.266,6.85e-05,0.0452,0.786,137.101,audio_features,5N4oNpf3YH76vNhXKc5usy,spotify:track:5N4oNpf3YH76vNhXKc5usy,https://api.spotify.com/v1/tracks/5N4oNpf3YH76vNhXKc5usy,https://api.spotify.com/v1/audio-analysis/5N4oNpf3YH76vNhXKc5usy,129145,4
5SFXOMJJ334Wn2PwBHeRZN,Girls Like Us,Zoe Wees,0.444,0.648,1,-4.955,1,0.0476,0.288,0,0.059,0.171,125.706,audio_features,5SFXOMJJ334Wn2PwBHeRZN,spotify:track:5SFXOMJJ334Wn2PwBHeRZN,https://api.spotify.com/v1/tracks/5SFXOMJJ334Wn2PwBHeRZN,https://api.spotify.com/v1/audio-analysis/5SFXOMJJ334Wn2PwBHeRZN,189000,5
26UxwWl9xCb83OynXELJcL,Masterpiece,DaBaby,0.781,0.726,0,-4.213,1,0.0836,0.0299,0,0.093,0.436,139.988,audio_features,26UxwWl9xCb83OynXELJcL,spotify:track:26UxwWl9xCb83OynXELJcL,https://api.spotify.com/v1/tracks/26UxwWl9xCb83OynXELJcL,https://api.spotify.com/v1/audio-analysis/26UxwWl9xCb83OynXELJcL,181714,4
0HC6S4VpCGAZvyxTdrMRIQ,De Una Vez,Selena Gomez,0.666,0.452,11,-7.096,0,0.265,0.211,0.000992,0.186,0.0398,163.694,audio_features,0HC6S4VpCGAZvyxTdrMRIQ,spotify:track:0HC6S4VpCGAZvyxTdrMRIQ,https://api.spotify.com/v1/tracks/0HC6S4VpCGAZvyxTdrMRIQ,https://api.spotify.com/v1/audio-analysis/0HC6S4VpCGAZvyxTdrMRIQ,155956,4
5euRP53moGQyGCsq8aNjvo,Connexion,ZAYN,0.619,0.375,2,-10.06,0,0.0886,0.59,0,0.108,0.574,171.797,audio_features,5euRP53moGQyGCsq8aNjvo,spotify:track:5euRP53moGQyGCsq8aNjvo,https://api.spotify.com/v1/tracks/5euRP53moGQyGCsq8aNjvo,https://api.spotify.com/v1/audio-analysis/5euRP53moGQyGCsq8aNjvo,196493,4
3jjBPF4NDMCU51psU8JPpR,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Ariana Grande,0.88,0.662,0,-5.766,1,0.304,0.205,0,0.227,0.726,109.988,audio_features,3jjBPF4NDMCU51psU8JPpR,spotify:track:3jjBPF4NDMCU51psU8JPpR,https://api.spotify.com/v1/tracks/3jjBPF4NDMCU51psU8JPpR,https://api.spotify.com/v1/audio-analysis/3jjBPF4NDMCU51psU8JPpR,182438,4
47HA2S1j9yj34Ff1aIsF5Y,Deal With It (feat. Kelis),Ashnikko,0.712,0.689,1,-5.286,0,0.128,0.141,0,0.657,0.49,82.98,audio_features,47HA2S1j9yj34Ff1aIsF5Y,spotify:track:47HA2S1j9yj34Ff1aIsF5Y,https://api.spotify.com/v1/tracks/47HA2S1j9yj34Ff1aIsF5Y,https://api.spotify.com/v1/audio-analysis/47HA2S1j9yj34Ff1aIsF5Y,191149,4
2J4DpqJCIuuM9WjtWHbjvd,Grey,Why Don't We,0.298,0.295,2,-8.789,1,0.0318,0.869,0,0.111,0.199,171.361,audio_features,2J4DpqJCIuuM9WjtWHbjvd,spotify:track:2J4DpqJCIuuM9WjtWHbjvd,https://api.spotify.com/v1/tracks/2J4DpqJCIuuM9WjtWHbjvd,https://api.spotify.com/v1/audio-analysis/2J4DpqJCIuuM9WjtWHbjvd,277694,4
4ReJJcpW8HtVnqzhf6DwNV,Close To You,Dayglow,0.875,0.649,6,-5.754,1,0.0433,0.429,0.00237,0.0704,0.833,140.031,audio_features,4ReJJcpW8HtVnqzhf6DwNV,spotify:track:4ReJJcpW8HtVnqzhf6DwNV,https://api.spotify.com/v1/tracks/4ReJJcpW8HtVnqzhf6DwNV,https://api.spotify.com/v1/audio-analysis/4ReJJcpW8HtVnqzhf6DwNV,194693,4
2gA74HvN6NKFrhgzpd5oNE,Line By Line,JP Saxe,0.645,0.486,0,-7.299,1,0.0425,0.274,0,0.135,0.453,72.536,audio_features,2gA74HvN6NKFrhgzpd5oNE,spotify:track:2gA74HvN6NKFrhgzpd5oNE,https://api.spotify.com/v1/tracks/2gA74HvN6NKFrhgzpd5oNE,https://api.spotify.com/v1/audio-analysis/2gA74HvN6NKFrhgzpd5oNE,208187,4
0742PcMPo2Akmo4vHC29VZ,this is how you fall in love,Jeremy Zucker,0.52,0.204,7,-12.488,1,0.0355,0.733,2.53e-05,0.126,0.274,79.682,audio_features,0742PcMPo2Akmo4vHC29VZ,spotify:track:0742PcMPo2Akmo4vHC29VZ,https://api.spotify.com/v1/tracks/0742PcMPo2Akmo4vHC29VZ,https://api.spotify.com/v1/audio-analysis/0742PcMPo2Akmo4vHC29VZ,174587,4
1PZDyestTVydtHpaIcfUJg,Chemtrails Over The Country Club,Lana Del Rey,0.334,0.276,4,-13.125,0,0.0643,0.877,0.000249,0.113,0.429,201.025,audio_features,1PZDyestTVydtHpaIcfUJg,spotify:track:1PZDyestTVydtHpaIcfUJg,https://api.spotify.com/v1/tracks/1PZDyestTVydtHpaIcfUJg,https://api.spotify.com/v1/audio-analysis/1PZDyestTVydtHpaIcfUJg,271177,3
1LyDCI7Adz9s0z57TXezgQ,He Said (feat. Miguel),dvsn,0.747,0.64,2,-4.776,0,0.0269,0.0119,1.29e-06,0.119,0.539,100.028,audio_features,1LyDCI7Adz9s0z57TXezgQ,spotify:track:1LyDCI7Adz9s0z57TXezgQ,https://api.spotify.com/v1/tracks/1LyDCI7Adz9s0z57TXezgQ,https://api.spotify.com/v1/audio-analysis/1LyDCI7Adz9s0z57TXezgQ,191998,4
1jOBlsvKhdqjZAlUAia4Qz,Lie Lie Lie,Joshua Bassett,0.617,0.835,7,-3.573,1,0.0923,0.00503,0,0.0793,0.835,101.005,audio_features,1jOBlsvKhdqjZAlUAia4Qz,spotify:track:1jOBlsvKhdqjZAlUAia4Qz,https://api.spotify.com/v1/tracks/1jOBlsvKhdqjZAlUAia4Qz,https://api.spotify.com/v1/audio-analysis/1jOBlsvKhdqjZAlUAia4Qz,176692,4
5uEYRdEIh9Bo4fpjDd4Na9,Goosebumps - Remix,Travis Scott,0.841,0.593,1,-7.846,1,0.0379,0.418,0,0.124,0.808,124.917,audio_features,5uEYRdEIh9Bo4fpjDd4Na9,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,https://api.spotify.com/v1/tracks/5uEYRdEIh9Bo4fpjDd4Na9,https://api.spotify.com/v1/audio-analysis/5uEYRdEIh9Bo4fpjDd4Na9,162803,4
5YaskwnGDZFDRipaqzbwQx,Your Love (9PM),ATB,0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,audio_features,5YaskwnGDZFDRipaqzbwQx,spotify:track:5YaskwnGDZFDRipaqzbwQx,https://api.spotify.com/v1/tracks/5YaskwnGDZFDRipaqzbwQx,https://api.spotify.com/v1/audio-analysis/5YaskwnGDZFDRipaqzbwQx,150053,4
12aAoKT43mVGdW1ofZVCwr,Never Gonna Forget (with Diplo feat. Elderbrook),Black Coffee,0.694,0.675,11,-9.89,0,0.0284,0.0382,0.00838,0.0858,0.455,119.96,audio_features,12aAoKT43mVGdW1ofZVCwr,spotify:track:12aAoKT43mVGdW1ofZVCwr,https://api.spotify.com/v1/tracks/12aAoKT43mVGdW1ofZVCwr,https://api.spotify.com/v1/audio-analysis/12aAoKT43mVGdW1ofZVCwr,199768,4
2VaPKij9f9OyL8tg1ZsIGj,Guard Up,Pooh Shiesty,0.823,0.449,6,-7.215,0,0.156,0.101,0,0.0813,0.615,145.149,audio_features,2VaPKij9f9OyL8tg1ZsIGj,spotify:track:2VaPKij9f9OyL8tg1ZsIGj,https://api.spotify.com/v1/tracks/2VaPKij9f9OyL8tg1ZsIGj,https://api.spotify.com/v1/audio-analysis/2VaPKij9f9OyL8tg1ZsIGj,192000,4
0K0E8Pd9Vg8gd8PaMJ7BnF,OOPS - Spotify Singles,Gabriel Garzón-Montano,0.497,0.643,8,-8.09,1,0.279,0.0735,0.000103,0.307,0.641,82.572,audio_features,0K0E8Pd9Vg8gd8PaMJ7BnF,spotify:track:0K0E8Pd9Vg8gd8PaMJ7BnF,https://api.spotify.com/v1/tracks/0K0E8Pd9Vg8gd8PaMJ7BnF,https://api.spotify.com/v1/audio-analysis/0K0E8Pd9Vg8gd8PaMJ7BnF,184753,4
5AHSYSrni7xVCzlanStMRf,Bonafide (feat. Chiiild),Emotional Oranges,0.724,0.439,2,-10.35,0,0.0718,0.516,0.0433,0.0478,0.569,98.009,audio_features,5AHSYSrni7xVCzlanStMRf,spotify:track:5AHSYSrni7xVCzlanStMRf,https://api.spotify.com/v1/tracks/5AHSYSrni7xVCzlanStMRf,https://api.spotify.com/v1/audio-analysis/5AHSYSrni7xVCzlanStMRf,177409,4
1vucS7X4otbyQSZ9RXYXFI,ANTES QUE SALGA EL SOL,Natti Natasha,0.623,0.703,8,-5.296,1,0.202,0.0856,0,0.246,0.585,170.059,audio_features,1vucS7X4otbyQSZ9RXYXFI,spotify:track:1vucS7X4otbyQSZ9RXYXFI,https://api.spotify.com/v1/tracks/1vucS7X4otbyQSZ9RXYXFI,https://api.spotify.com/v1/audio-analysis/1vucS7X4otbyQSZ9RXYXFI,183926,4
4I5bvu2KDsrCg0EWHIcvul,Don't Play,Anne-Marie,0.695,0.784,6,-6.564,0,0.0402,0.0889,0,0.0843,0.52,128.031,audio_features,4I5bvu2KDsrCg0EWHIcvul,spotify:track:4I5bvu2KDsrCg0EWHIcvul,https://api.spotify.com/v1/tracks/4I5bvu2KDsrCg0EWHIcvul,https://api.spotify.com/v1/audio-analysis/4I5bvu2KDsrCg0EWHIcvul,188581,4
6Gl9htJmNmnugLygZo15QF,Excuses,Audrey Mika,0.789,0.567,10,-8.501,1,0.0585,0.193,0.00023,0.18,0.725,144.021,audio_features,6Gl9htJmNmnugLygZo15QF,spotify:track:6Gl9htJmNmnugLygZo15QF,https://api.spotify.com/v1/tracks/6Gl9htJmNmnugLygZo15QF,https://api.spotify.com/v1/audio-analysis/6Gl9htJmNmnugLygZo15QF,145701,4
0LvUnAADRlUQdKXJZNrl3N,Upgrade,Jessie Murph,0.653,0.486,7,-4.581,0,0.039,0.292,0,0.292,0.115,130.106,audio_features,0LvUnAADRlUQdKXJZNrl3N,spotify:track:0LvUnAADRlUQdKXJZNrl3N,https://api.spotify.com/v1/tracks/0LvUnAADRlUQdKXJZNrl3N,https://api.spotify.com/v1/audio-analysis/0LvUnAADRlUQdKXJZNrl3N,157662,4
